Date,Temp,Humid,Bright,Soil
5/18/2024 0:00,28.3,61.2,55,18
5/18/2024 0:00,28.3,61.2,55,18
5/18/2024 0:00,28.3,61.2,55,18
5/18/2024 0:00,28.3,61.2,55,18
5/18/2024 0:01,28.3,60.8,54,39
5/18/2024 0:01,28.3,60.8,54,39
5/18/2024 0:01,28.3,60.8,54,39
5/18/2024 0:01,28.3,60.8,54,39
5/18/2024 0:02,28.3,61.3,54,36
5/18/2024 0:02,28.3,61.3,54,36
5/18/2024 0:02,28.3,61.3,54,36
5/18/2024 0:02,28.3,61.3,54,36
5/18/2024 0:03,28.3,61.1,56,36
5/18/2024 0:03,28.3,61.1,56,36
5/18/2024 0:03,28.3,61.1,56,36
5/18/2024 0:03,28.3,61.1,56,36
5/18/2024 0:04,28.3,61.2,53,35
5/18/2024 0:04,28.3,61.2,53,35
5/18/2024 0:04,28.3,61.2,53,35
5/18/2024 0:04,28.3,61.2,53,35
5/18/2024 0:05,28.4,62.1,54,35
5/18/2024 0:05,28.4,62.1,54,35
5/18/2024 0:05,28.4,62.1,54,35
5/18/2024 0:05,28.4,62.1,54,35
5/18/2024 0:06,28.4,61.3,55,34
5/18/2024 0:06,28.4,61.3,55,34
5/18/2024 0:06,28.4,61.3,55,34
5/18/2024 0:06,28.4,61.3,55,34
5/18/2024 0:07,28.4,61.3,54,34
5/18/2024 0:07,28.4,61.3,54,34
5/18/2024 0:07,28.4,61.3,54,34
5/18/2024 0:07,28.4,61.3,54,34
5/18/2024 0:08,28.5,61.1,54,35
5/18/2024 0:08,28.5,61.1,54,35
5/18/2024 0:08,28.5,61.1,54,35
5/18/2024 0:08,28.5,61.1,54,35
5/18/2024 0:09,28.5,61.1,54,36
5/18/2024 0:09,28.5,61.1,54,36
5/18/2024 0:09,28.5,61.1,54,36
5/18/2024 0:09,28.5,61.1,54,36
5/18/2024 0:10,28.5,60.9,58,36
5/18/2024 0:10,28.5,60.9,58,36
5/18/2024 0:10,28.5,60.9,58,36
5/18/2024 0:10,28.5,60.9,58,36
5/18/2024 0:11,28.5,60.5,57,37
5/18/2024 0:11,28.5,60.5,57,37
5/18/2024 0:11,28.5,60.5,57,37
5/18/2024 0:11,28.5,60.5,57,37
5/18/2024 0:12,28.5,60.9,53,39
5/18/2024 0:12,28.5,60.9,53,39
5/18/2024 0:12,28.5,60.9,53,39
5/18/2024 0:12,28.5,60.9,53,39
5/18/2024 0:13,28.5,61.8,57,38
5/18/2024 0:13,28.5,61.8,57,38
5/18/2024 0:13,28.5,61.8,57,38
5/18/2024 0:13,28.5,61.8,57,38
5/18/2024 0:14,28.5,61.1,59,37
5/18/2024 0:14,28.5,61.1,59,37
5/18/2024 0:14,28.5,61.1,59,37
5/18/2024 0:14,28.5,61.1,59,37
5/18/2024 0:15,28.5,60.3,51,37
5/18/2024 0:15,28.5,60.3,51,37
5/18/2024 0:15,28.5,60.3,51,37
5/18/2024 0:15,28.5,60.3,51,37
5/18/2024 0:16,28.5,60.1,51,41
5/18/2024 0:16,28.5,60.1,51,41
5/18/2024 0:16,28.5,60.1,51,41
5/18/2024 0:16,28.5,60.1,51,41
5/18/2024 0:17,28.5,59.8,53,39
5/18/2024 0:17,28.5,59.8,53,39
5/18/2024 0:17,28.5,59.8,53,39
5/18/2024 0:17,28.5,59.8,53,39
5/18/2024 0:18,28.5,59.8,54,42
5/18/2024 0:18,28.5,59.8,54,42
5/18/2024 0:18,28.5,59.8,54,42
5/18/2024 0:18,28.5,59.8,54,42
5/18/2024 0:19,28.4,60.4,57,33
5/18/2024 0:19,28.4,60.4,57,33
5/18/2024 0:19,28.4,60.4,57,33
5/18/2024 0:19,28.4,60.4,57,33
5/18/2024 0:20,28.4,60.3,52,26
5/18/2024 0:20,28.4,60.3,52,26
5/18/2024 0:20,28.4,60.3,52,26
5/18/2024 0:20,28.4,60.3,52,26
5/18/2024 0:21,28.4,60.1,51,30
5/18/2024 0:21,28.4,60.1,51,30
5/18/2024 0:21,28.4,60.1,51,30
5/18/2024 0:21,28.4,60.1,51,30
5/18/2024 0:22,28.5,60.3,57,41
5/18/2024 0:22,28.5,60.3,57,41
5/18/2024 0:22,28.5,60.3,57,41
5/18/2024 0:22,28.5,60.3,57,41
5/18/2024 0:23,28.4,60.2,55,40
5/18/2024 0:23,28.4,60.2,55,40
5/18/2024 0:23,28.4,60.2,55,40
5/18/2024 0:23,28.4,60.2,55,40
5/18/2024 0:24,28.4,60.2,53,40
5/18/2024 0:24,28.4,60.2,53,40
5/18/2024 0:24,28.4,60.2,53,40
5/18/2024 0:24,28.4,60.2,53,40
5/18/2024 0:24,28.4,60.3,53,31
5/18/2024 0:25,28.4,60.3,53,31
5/18/2024 0:25,28.4,60.3,53,31
5/18/2024 0:25,28.4,60.3,53,31
5/18/2024 0:25,28.5,60.3,55,40
5/18/2024 0:26,28.5,60.3,55,40
5/18/2024 0:26,28.5,60.3,55,40
5/18/2024 0:26,28.5,60.3,55,40
5/18/2024 0:26,28.5,60.3,56,40
5/18/2024 0:27,28.5,60.3,56,40
5/18/2024 0:27,28.5,60.3,56,40
5/18/2024 0:27,28.5,60.3,56,40
5/18/2024 0:27,28.5,60.5,53,36
5/18/2024 0:28,28.5,60.5,53,36
5/18/2024 0:28,28.5,60.5,53,36
5/18/2024 0:28,28.5,60.5,53,36
5/18/2024 0:28,28.5,60.5,57,32
5/18/2024 0:29,28.5,60.5,57,32
5/18/2024 0:29,28.5,60.5,57,32
5/18/2024 0:29,28.5,60.5,57,32
5/18/2024 0:29,28.5,60.8,53,27
5/18/2024 0:30,28.5,60.8,53,27
5/18/2024 0:30,28.5,60.8,53,27
5/18/2024 0:30,28.5,60.8,53,27
5/18/2024 0:30,28.5,60.6,54,23
5/18/2024 0:31,28.5,60.6,54,23
5/18/2024 0:31,28.5,60.6,54,23
5/18/2024 0:31,28.5,60.6,54,23
5/18/2024 0:31,28.5,60.2,54,35
5/18/2024 0:32,28.5,60.2,54,35
5/18/2024 0:32,28.5,60.2,54,35
5/18/2024 0:32,28.5,60.2,54,35
5/18/2024 0:32,28.5,60,56,42
5/18/2024 0:33,28.5,60,56,42
5/18/2024 0:33,28.5,60,56,42
5/18/2024 0:33,28.5,60,56,42
5/18/2024 0:33,28.5,60.3,60,35
5/18/2024 0:34,28.5,60.3,60,35
5/18/2024 0:34,28.5,60.3,60,35
5/18/2024 0:34,28.5,60.3,60,35
5/18/2024 0:34,28.5,60.5,61,34
5/18/2024 0:35,28.5,60.5,61,34
5/18/2024 0:35,28.5,60.5,61,34
5/18/2024 0:35,28.5,60.5,61,34
5/18/2024 0:35,28.5,60.6,58,35
5/18/2024 0:36,28.5,60.6,58,35
5/18/2024 0:36,28.5,60.6,58,35
5/18/2024 0:36,28.5,60.6,58,35
5/18/2024 0:36,28.5,60.6,59,40
5/18/2024 0:37,28.5,60.6,59,40
5/18/2024 0:37,28.5,60.6,59,40
5/18/2024 0:37,28.5,60.6,59,40
5/18/2024 0:37,28.5,61,56,37
5/18/2024 0:38,28.5,61,56,37
5/18/2024 0:38,28.5,61,56,37
5/18/2024 0:38,28.5,61,56,37
5/18/2024 0:38,28.6,60.6,63,43
5/18/2024 0:39,28.6,60.6,63,43
5/18/2024 0:39,28.6,60.6,63,43
5/18/2024 0:39,28.6,60.6,63,43
5/18/2024 0:39,28.6,60,64,44
5/18/2024 0:40,28.6,60,64,44
5/18/2024 0:40,28.6,60,64,44
5/18/2024 0:40,28.6,60,64,44
5/18/2024 0:40,28.6,59.9,61,43
5/18/2024 0:41,28.6,59.9,61,43
5/18/2024 0:41,28.6,59.9,61,43
5/18/2024 0:41,28.6,59.9,61,43
5/18/2024 0:41,28.5,60,59,31
5/18/2024 0:42,28.5,60,59,31
5/18/2024 0:42,28.5,60,59,31
5/18/2024 0:42,28.5,60,59,31
5/18/2024 0:42,28.5,60.1,63,29
5/18/2024 0:43,28.5,60.1,63,29
5/18/2024 0:43,28.5,60.1,63,29
5/18/2024 0:43,28.5,60.1,63,29
5/18/2024 0:43,28.5,60.2,64,28
5/18/2024 0:44,28.5,60.2,64,28
5/18/2024 0:44,28.5,60.2,64,28
5/18/2024 0:44,28.5,60.2,64,28
5/18/2024 0:44,28.5,60.3,64,33
5/18/2024 0:45,28.5,60.3,64,33
5/18/2024 0:45,28.5,60.3,64,33
5/18/2024 0:45,28.5,60.3,64,33
5/18/2024 0:45,28.5,60.1,63,30
5/18/2024 0:46,28.5,60.1,63,30
5/18/2024 0:46,28.5,60.1,63,30
5/18/2024 0:46,28.5,60.1,63,30
5/18/2024 0:46,28.5,60.2,60,38
5/18/2024 0:47,28.5,60.2,60,38
5/18/2024 0:47,28.5,60.2,60,38
5/18/2024 0:47,28.5,60.2,60,38
5/18/2024 0:47,28.5,60,67,51
5/18/2024 0:48,28.5,60,67,51
5/18/2024 0:48,28.5,60,67,51
5/18/2024 0:48,28.5,60,67,51
5/18/2024 0:48,28.5,60.2,68,49
5/18/2024 0:49,28.5,60.2,68,49
5/18/2024 0:49,28.5,60.2,68,49
5/18/2024 0:49,28.5,60.2,68,49
5/18/2024 0:49,28.4,60,68,49
5/18/2024 0:50,28.4,60,68,49
5/18/2024 0:50,28.4,60,68,49
5/18/2024 0:50,28.4,60,68,49
5/18/2024 0:50,28.4,60.3,65,48
5/18/2024 0:51,28.4,60.3,65,48
5/18/2024 0:51,28.4,60.3,65,48
5/18/2024 0:51,28.4,60.3,65,48
5/18/2024 0:51,28.4,60.2,67,50
5/18/2024 0:52,28.4,60.2,67,50
5/18/2024 0:52,28.4,60.2,67,50
5/18/2024 0:52,28.4,60.2,67,50
5/18/2024 0:52,28.4,60.5,65,50
5/18/2024 0:53,28.4,60.5,65,50
5/18/2024 0:53,28.4,60.5,65,50
5/18/2024 0:53,28.4,60.5,65,50
5/18/2024 0:53,28.4,60.3,68,50
5/18/2024 0:54,28.4,60.3,68,50
5/18/2024 0:54,28.4,60.3,68,50
5/18/2024 0:54,28.4,60.3,68,50
5/18/2024 0:54,28.4,60.1,65,51
5/18/2024 0:55,28.4,60.1,65,51
5/18/2024 0:55,28.4,60.1,65,51
5/18/2024 0:55,28.4,60.1,65,51
5/18/2024 0:55,28.3,60.3,66,50
5/18/2024 0:56,28.3,60.3,66,50
5/18/2024 0:56,28.3,60.3,66,50
5/18/2024 0:56,28.3,60.3,66,50
5/18/2024 0:56,28.4,60.1,68,48
5/18/2024 0:57,28.4,60.1,68,48
5/18/2024 0:57,28.4,60.1,68,48
5/18/2024 0:57,28.4,60.1,68,48
5/18/2024 0:57,28.3,60.4,67,46
5/18/2024 0:58,28.3,60.4,67,46
5/18/2024 0:58,28.3,60.4,67,46
5/18/2024 0:58,28.3,60.4,67,46
5/18/2024 0:58,28.3,60,64,45
5/18/2024 0:59,28.3,60,64,45
5/18/2024 0:59,28.3,60,64,45
5/18/2024 0:59,28.3,60,64,45
5/18/2024 0:59,28.3,59.8,68,46
5/18/2024 1:00,28.3,59.8,68,46
5/18/2024 1:00,28.3,59.8,68,46
5/18/2024 1:00,28.3,59.8,68,46
5/18/2024 1:00,28.3,60,64,44
5/18/2024 1:01,28.3,60,64,44
5/18/2024 1:01,28.3,60,64,44
5/18/2024 1:01,28.3,60,64,44
5/18/2024 1:01,28.3,59.9,69,45
5/18/2024 1:02,28.3,59.9,69,45
5/18/2024 1:02,28.3,59.9,69,45
5/18/2024 1:02,28.3,59.9,69,45
5/18/2024 1:02,28.3,60.1,65,43
5/18/2024 1:03,28.3,60.1,65,43
5/18/2024 1:03,28.3,60.1,65,43
5/18/2024 1:03,28.3,60.1,65,43
5/18/2024 1:03,28.3,60,64,45
5/18/2024 1:04,28.3,60,64,45
5/18/2024 1:04,28.3,60,64,45
5/18/2024 1:04,28.3,60,64,45
5/18/2024 1:04,28.3,60.1,64,46
5/18/2024 1:05,28.3,60.1,64,46
5/18/2024 1:05,28.3,60.1,64,46
5/18/2024 1:05,28.3,60.1,64,46
5/18/2024 1:05,28.3,60,69,52
5/18/2024 1:06,28.3,60,69,52
5/18/2024 1:06,28.3,60,69,52
5/18/2024 1:06,28.3,60,69,52
5/18/2024 1:06,28.3,59.8,64,50
5/18/2024 1:07,28.3,59.8,64,50
5/18/2024 1:07,28.3,59.8,64,50
5/18/2024 1:07,28.3,59.8,64,50
5/18/2024 1:07,28.3,59.8,69,52
5/18/2024 1:08,28.3,59.8,69,52
5/18/2024 1:08,28.3,59.8,69,52
5/18/2024 1:08,28.3,59.8,69,52
5/18/2024 1:08,28.3,60.2,67,51
5/18/2024 1:09,28.3,60.2,67,51
5/18/2024 1:09,28.3,60.2,67,51
5/18/2024 1:09,28.3,60.2,67,51
5/18/2024 1:09,28.3,60.3,69,51
5/18/2024 1:10,28.3,60.3,69,51
5/18/2024 1:10,28.3,60.3,69,51
5/18/2024 1:10,28.3,60.3,69,51
5/18/2024 1:10,28.2,60.5,64,52
5/18/2024 1:11,28.2,60.5,64,52
5/18/2024 1:11,28.2,60.5,64,52
5/18/2024 1:11,28.2,60.5,64,52
5/18/2024 1:11,28.3,60.8,68,50
5/18/2024 1:12,28.3,60.8,68,50
5/18/2024 1:12,28.3,60.8,68,50
5/18/2024 1:12,28.3,60.8,68,50
5/18/2024 1:12,28.3,61,67,50
5/18/2024 1:13,28.3,61,67,50
5/18/2024 1:13,28.3,61,67,50
5/18/2024 1:13,28.3,61,67,50
5/18/2024 1:13,28.3,61,68,46
5/18/2024 1:14,28.3,61,68,46
5/18/2024 1:14,28.3,61,68,46
5/18/2024 1:14,28.3,61,68,46
5/18/2024 1:14,28.3,60.9,64,45
5/18/2024 1:15,28.3,60.9,64,45
5/18/2024 1:15,28.3,60.9,64,45
5/18/2024 1:15,28.3,60.9,64,45
5/18/2024 1:15,28.3,60.8,64,49
5/18/2024 1:16,28.3,60.8,64,49
5/18/2024 1:16,28.3,60.8,64,49
5/18/2024 1:16,28.3,60.8,64,49
5/18/2024 1:16,28.4,60.9,67,48
5/18/2024 1:17,28.4,60.9,67,48
5/18/2024 1:17,28.4,60.9,67,48
5/18/2024 1:17,28.4,60.9,67,48
5/18/2024 1:17,28.4,60.8,64,51
5/18/2024 1:18,28.4,60.8,64,51
5/18/2024 1:18,28.4,60.8,64,51
5/18/2024 1:18,28.4,60.8,64,51
5/18/2024 1:18,28.4,60.9,69,48
5/18/2024 1:19,28.4,60.9,69,48
5/18/2024 1:19,28.4,60.9,69,48
5/18/2024 1:19,28.4,60.9,69,48
5/18/2024 1:19,28.4,61.1,68,47
5/18/2024 1:20,28.4,61.1,68,47
5/18/2024 1:20,28.4,61.1,68,47
5/18/2024 1:20,28.4,61.1,68,47
5/18/2024 1:20,28.5,61.2,67,51
5/18/2024 1:21,28.5,61.2,67,51
5/18/2024 1:21,28.5,61.2,67,51
5/18/2024 1:21,28.5,61.2,67,51
5/18/2024 1:21,28.5,61.3,67,44
5/18/2024 1:22,28.5,61.3,67,44
5/18/2024 1:22,28.5,61.3,67,44
5/18/2024 1:22,28.5,61.3,67,44
5/18/2024 1:22,28.5,61.2,69,46
5/18/2024 1:23,28.5,61.2,69,46
5/18/2024 1:23,28.5,61.2,69,46
5/18/2024 1:23,28.5,61.2,69,46
5/18/2024 1:23,28.5,61.2,65,46
5/18/2024 1:24,28.5,61.2,65,46
5/18/2024 1:24,28.5,61.2,65,46
5/18/2024 1:24,28.5,61.2,65,46
5/18/2024 1:24,28.5,61,69,44
5/18/2024 1:25,28.5,61,69,44
5/18/2024 1:25,28.5,61,69,44
5/18/2024 1:25,28.5,61,69,44
5/18/2024 1:25,28.6,61,63,50
5/18/2024 1:26,28.6,61,63,50
